id,titre,theme,mots_cles,producteur,type_prod,frequence,licence,modifie,lignes,description
comptage-multimodal-comptages,"Comptage multimodal (Vélo, Trottinette, 2RM, VL, PL, Autobus-car) - Comptages",Mobilité et Espace Public,"DVD,comptage vélo,comptage routier,IoT,trottinettes,vélo,moto,auto,2RM,VL,PL,mobilité",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2026-09-03,12420367,"Jeu de données des comptages multimodaux horaires par mode de déplacement issus de capteurs thermiques. La Ville de Paris collecte des données de comptages de véhicules par : Modes de déplacements (Trottinettes, Trottinettes + Vélos (lorsque la distinction entre ces 2 modes de déplacement n’est pas implémenté sur le capteur), Vélos, 2 roues motorisées, Véhicules légers &lt; 3,5 tonnes, Véhicules lourds &gt; 3,5 tonnes, Autobus & autocars), Types de file de circulation (Corona-pistes, Pistes cyclables, Voies de circulation générales), Sens de circulation . Ces données sont construites en exploi"
sanisettesparis,Toilettes publiques,"Equipements, Services, Social","sanisette,Mobilier urbain,Toilette,Equipements",Ville de Paris,,,Open Database License (ODbL),2026-09-03,610,"Jeu de données regroupant les toilettes publiques présentes sur l'espace public, dans les parcs et jardins et sur les quais de Seine. Toilettes publiques gérées par : La Direction de la Voirie et des Déplacements pour l'espace public, La Direction des Espaces Verts et de l'Environnement pour les parcs et jardins, La Direction de la Propreté et de l'Eau pour les quais de Seine. Lavatory : Toilettes à accès payant déléguées à un prestataire de service Pour en savoir plus sur Paris.fr ."
pcrs-paris,Plan du Corps de Rue Simplifié (PCRS) de la Ville de Paris (arrondissements 1 à 20),Mobilité et Espace Public,"PCRS,topographie,voirie,plan,corps de rue simplifié",Ville de Paris – INSEE 75056,,MONTHLY,Licence Ouverte (Etalab),2026-09-03,0,"Un Plan du Corps de Rue Simplifié ( PCRS) constitue le socle commun topographique minimal de base décrivant à très grande échelle les limites apparentes de la voirie. Il est limité aux objets les plus utiles et n'aborde aucune des logiques « métiers » par ailleurs traitées chez les gestionnaires de réseaux. Le PCRS est destiné à servir de support topographique à un grand nombre d'applications requérant la meilleure précision possible. Il répond essentiellement aux exigences de la réglementation dite « anti endommagement » ou réforme DT-DICT portant sur les travaux à proximité des réseaux, nota"
beneficiaires-pass-paris-senior-pass-paris-access-periodicite-mensuelle,Pass Paris Seniors Access',"Equipements, Services, Social","transport,CASVP,Aide personnes handicapés,Personnes âgées,Aide aux transports,handicap,PMR,DSOL",Direction des Solidarités (DSOL),,,Open Database License (ODbL),2026-09-03,2060,Nombre de bénéficiaires du Pass Paris Seniors & Access' Le Pass Paris Seniors ou Access’ (PPSA) est un titre de transport attribué sous forme d’un forfait unique dézoné et gratuit depuis le 1 er juin 2018. Il est proposé à deux catégories de public parisien : aux personnes âgées (Pass Paris Seniors) et aux personnes en situation de handicap (Pass Paris Access’). L’attribution du titre de transport est soumise à des conditions de ressources basées sur le montant d’imposition sur le revenu. Statut de la demande Plafond d’imposition au 31/12/2024 1 ère demande 2 028 € Renouvellement 2 430 € Pour 
reseau-parisien-dinclusion-numerique,Réseau parisien d'inclusion numérique,"Equipements, Services, Social","numérique,inclusion,Services,DSOL",Direction des Solidarités (DSOL),,WEEKLY,Licence Ouverte (Etalab),2026-09-03,443,"Services, lieux, acteurs, partenaires de la Ville de Paris pour l’inclusion numérique Résultat d’un travail participatif avec l’ensemble des acteurs, ce jeu de données propose une cartographie de l’inclusion numérique. Elle permet de répertorier les différents partenaires ainsi que les types d’activités proposées : accès libre / accompagnement administratif / formations-ateliers. Plus d’information sur la stratégie parisienne de l'inclusion numérique sur paris.fr Cartographie de l’inclusion numérique"
budget_participatif_nombre_votants_opendata,Nombre de votants au budget participatif,Citoyenneté,"budget participatif,Démocratie participative,Ville de Paris,intérêt général,plateforme citoyenne Paris,Décider pour Paris,proposer projets Paris,idées citoyennes Paris","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,ANNUAL,Licence Ouverte (Etalab),2026-09-03,11,"Depuis 2014, le Budget Participatif est un dispositif de participation citoyenne qui invite les Parisiennes et Parisiens à proposer à la Ville de Paris des idées d'intérêt général. Il permet de décider directement d’une partie des investissements qui seront réalisés : ce sont les habitantes et habitants (à partir de 7 ans et sans condition de nationalité) qui choisissent par leur vote les projets qui seront mis en œuvre. Pour plus d'informations : Le site de la Participation citoyenne Décider pour Paris Le mode d’emploi du Budget Participatif"
volumesbatisparis,Volumes bâtis,Urbanisme et Logements,"bâti,non bâti,Urbanisme,Foncier,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2026-09-03,362007,"Donnée vecteur qui décrit les bâtiments de manière détaillée en différenciant les bâtis en fonction de leur hauteur et des parties en saillie ou en retrait, définissant ainsi des volumes. Vous trouverez en pièce jointe une notice décrivant les valeurs attributaires et la modélisation géométrique des bâtiments."
nombre-de-beneficiaires-paris-solidarite,Paris Solidarité,"Equipements, Services, Social","Aide personnes handicapés,Aide personnes âgées,ressources,CASVP,Aide Sociale,DSOL",Direction des Solidarités (DSOL),,,Open Database License (ODbL),2026-09-03,400,Nombre de bénéficiaires Paris Solidarité Le Paris Solidarité (PSOL) est un complément de ressources mensuel destiné aux personnes âgées ou en situation de handicap disposant de faibles revenus et percevant tous les avantages légaux auxquels elles peuvent prétendre. Le montant de l’aide Paris Solidarité est égal à la différence entre un plafond et les ressources du demandeur. Ces ressources sont réputées au moins équivalentes aux montants de l’Allocation de Solidarité aux Personnes Âgées (ASPA) et l’Allocation aux Adultes Handicapés (AAH). Les montants sont calculés lors de l’attribution de l’a
allocation-de-soutien-aux-parents-denfants-handicapes,Allocation de Soutien aux Parents d'Enfant(s) Handicapé(s),"Equipements, Services, Social","CASVP,Famille,handicap,Enfant handicapé,Aide Sociale,Aide famille,DSOL",Direction des Solidarités (DSOL),,,Open Database License (ODbL),2026-09-03,400,Nombre de bénéficiaires pour l'Allocation de Soutien aux parents d'Enfant(s) Handicapé(s) L’Allocation de Soutien aux Parents d’Enfant(s) Handicapé(s) (ASPEH) est une aide mensuelle de 153 € à destination des familles ayant un ou plusieurs enfants mineurs ou majeurs en situation de handicap à charge. Elle est versée pour chaque enfant en situation de handicap : enfant(s) de moins de 20 ans titulaire(s) de l’Allocation d’Education de l’Enfant Handicapé (AEEH) ou enfant(s) de 20 ans ou plus titulaire(s) de l’Allocation Adulte Handicapé (AAH). Lorsque l’enfant est hébergé dans un établissement co
secteurs-paris-respire,Paris Respire - Secteurs,Mobilité et Espace Public,"circulation,zones apaisées,voirie,Zones de circulation,DVD,mobilité",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2026-09-02,28,"Donnée géographique représentant les quartiers de l'opération Paris Respire L’opération Paris Respire prévoit la fermeture de certaines voies de circulation, pour profiter pleinement de l'espace parisien. Plus d'information sur le site Paris.fr et Cartographie Paris respire L'opération a lieu toute l'année ou uniquement en été selon les quartiers. Durant ces fermetures à la circulation, les zones demeurent accessibles aux riverains véhiculés sur présentation de la carte grise à l'adresse du logement concerné. Les secteurs Paris Respire sont à mettre en parallèle au jeu de données des Aires pié"
jardins-partages,Jardins partagés,Environnement,"jardins,agriculture urbaine",Direction des Espaces Verts et de l'Environnement - Ville de Paris,,,Open Database License (ODbL),2026-09-02,189,"Jeu de données géo-localisé des jardins partagés parisiens Le jardin partagé est un espace vert cultivé et animé par les habitants. C'est un lieu de vie ouvert sur le quartier qui favorise les rencontres entre générations et entre cultures. Géré par des riverains regroupés en association, il facilite les relations entre les différents lieux de vie de l'arrondissement : écoles, maisons de retraite, hôpitaux… Plus d'informations sur Paris.fr"
sites-disposant-du-service-paris-wi-fi,Paris Wi-Fi - Sites disposant du service,"Equipements, Services, Social","wifi,internet,Paris Wi-Fi",Direction des Systèmes d’Information et du Numérique - Ville de Paris,,,Open Database License (ODbL),2026-09-02,314,"Liste des sites municipaux disposant d'un hotspot Paris Wi-Fi permettant une connexion à Internet limitée. L'accès au service internet Wi-Fi de la Ville de Paris est ouvert aux usagers dans la limite de la tranche horaire de 7h à minuit.. Les connexions sont limités à 2h, sans limitation de reconnexion. Les Conditions Générales d'Utilisation du service sont disponibles en pièce jointe. Ce jeu de données est directement lié celui des usages : Paris Wi-Fi - Utilisation des hotspots Paris Wi-Fi Paris Wi-Fi est un service mis en place par la Ville de Paris. Il vous permet de vous connecter gratuit"
stationnement-sur-voie-publique-secteurs-residentiels,Stationnement sur voie publique - Zones de stationnement résidentiel,Mobilité et Espace Public,"Stationnement,stationnement résidentiel,DVD",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2026-09-02,162,Le stationnement résidentiel facilite le stationnement des résidents Parisiens près de leur domicile et les incite à utiliser d’autres moyens de transport à Paris. Pour en savoir plus sur le stationnement résidentiel : paris.fr Cartographie des Zones de stationnement résidentiel Données juin 2023.
